Bankrupt,working capital to total assets assets,retained earning to total assets,ROA (C) : Return On Total Assets (C) : before interest and depreciation before interest,net worth / assets
0,790460485,946468889,511041778,876016567
0,787351853,945313392,562570078,875532848
1,756788073,906835807,431043728,765547057
1,761938407,884123905,233851704,897360704
1,750254332,940051554,576951202,843758503
1,731127667,858314494,208160679,750037791
1,813309656,931744241,498708136,814281827
1,803200669,925334765,448203578,872751459
1,711806164,930598525,491200702,852858482
0,779234195,926302143,409057671,750612208
0,803028391,937956445,475942086,970130302
0,82798008,940123541,534149076,893400248
0,77353374,932117065,47657583,813919037
0,842903354,93487625,496221908,815612057
0,959938126,925366724,464729684,976841914
0,783837303,954536989,527909131,923118783
0,767736998,926713322,468775898,816519031
0,787985073,933995344,47652708,787526076
0,847429602,926245328,446741091,911025788
0,882196525,925785785,464388437,889893279
0,751272536,922076882,460000975,841218974
0,695098491,898115911,376492956,754330804
0,781092076,935652906,463754692,921304834
0,841487454,879167735,323258421,937690843
0,785842042,93690426,500755618,819723675
0,757955974,910314042,478574562,7759168
0,81269942,926781488,440257398,782265623
0,733866846,846522807,328620875,838074795
0,789942316,936985018,551796422,896060707
0,935624565,88523577,417686345,919974605
0,798590094,918520137,429239994,834809686
0,838403322,954754399,644859357,939776884
0,773294385,942248757,515087993,806330683
0,849007843,938279515,545556476,97533029
0,831316439,935030957,499146882,808386492
0,862937375,917397869,420318822,917374611
0,84742781,939823303,520401696,968800073
0,849232952,938738823,515526739,884058409
0,907944868,944765713,484034515,985518638
0,926517878,938525091,511188027,965927986
0,709375631,898524342,436796178,840009674
0,737499805,915247153,444791108,802914412
0,869332378,842460534,406766441,881004928
0,776999344,933030781,485107005,839042235
0,865596147,904271317,409447667,848293376
0,813371068,921718152,454151026,897179309
0,728226023,919364934,454004777,844605013
0,779127902,940061061,561741335,880279348
0,884779982,929789768,472675864,903074644
0,769400016,923448348,478135816,85733289
0,822341223,913841448,404718959,883060737
0,838128713,923559884,477794569,879130514
0,750080251,947402543,511188027,886567706
0,756288251,938761237,520791693,857544517
1,812517209,888403396,3486082,82731203
1,494209927,804014459,438794911,668107749
1,786712345,928747193,476819578,817214379
1,787758664,914094925,439623653,853977084
1,653618507,869387641,384975381,723886689
0,763860018,903911368,417442597,722012274
0,797542259,936476736,481207039,798591166
0,865745765,931891542,482474528,939988512
0,803213999,938666556,487836981,922121111
0,852170375,827766658,231365476,791909786
0,775521019,939439935,459123483,818514376
0,878705871,944490055,521669185,914925779
0,917248492,952852434,531760347,979593071
0,921884133,941335277,511480525,957855912
0,725876752,900274918,493004436,847174774
0,764373641,933431051,486715741,844998035
0,849668607,899309894,438356164,821779484
0,807311134,920910249,48574075,888744445
0,791051041,941916068,580704919,888472352
0,825749796,917949214,490810705,885358406
0,836377696,932354228,515575489,886537473
0,75269227,937274162,510993029,85805847
1,676384901,910030597,466728416,781328416
1,807312944,92642941,497489397,799074886
1,761174636,902913537,367084288,785016779
1,832933787,928634237,443669868,885056081
1,768030356,915840016,386584117,785560964
1,872358101,911032638,417540097,873114249
0,755405233,921966043,437966168,749493606
0,801807858,935703942,491541949,800979533
0,85435775,925182489,456101009,935786196
0,771348789,937124747,483547019,911267648
0,833990422,941145415,520450446,89974907
0,948112416,958918475,522010432,979290746
0,918143299,940616135,506215571,958460562
0,840075058,912290993,495003169,803428364
0,820906376,925566084,513040511,875986335
0,79026731,940313662,577487447,898811863
0,817582681,921079855,476917077,871874717
0,955822589,934588275,489933213,965595429
0,761479364,935102537,491298201,861928228
1,790483972,935359765,466435919,820026
1,831369914,935812787,457904743,832572482
1,833433136,91777482,417491347,845239895
1,807213631,923353861,435138693,786921426
1,874402944,926990007,446643592,846207334
1,731885694,934524899,500511871,811046951
0,804365309,932247107,470725881,900202558
0,954398615,935628413,478330815,949118723
0,771266124,931409543,460000975,877467727
0,834285492,927440056,449714815,847628261
0,826107954,931895576,471067128,832149228
0,812292832,931930881,470920879,808779514
0,829956943,927460584,456296007,854581734
0,825938544,939231285,479842051,800767905
0,819270319,92428871,427338761,804698129
0,816818395,931737492,442889875,90011186
0,855754601,937081712,423195047,910269976
0,875478958,938474085,486423244,877860749
0,79000649,930311861,430214986,837591075
0,942842945,948075177,47545459,902953714
0,831762912,937232959,475015844,81455392
0,757754959,936524167,517622971,791698159
0,861227899,938695858,494418174,859449164
0,796780037,938225129,49373568,8081144
0,799136259,940893654,506898065,829639931
0,867006088,943735964,515185492,834053874
0,834006639,928720432,460927217,829307374
0,881172208,933637814,468922147,815672522
0,84307097,932758536,618778336,88272818
0,766296027,937888124,512455516,866644496
0,958033086,938814362,472578365,895546755
0,882517144,941450473,496270658,892523506
0,841875627,942831418,501194365,833812014
0,838241948,938252005,475600838,826919007
0,759918828,937288425,507093063,851709647
0,794844942,931631274,474625847,796263265
0,834063537,938312548,500268123,830970161
0,816078427,934421037,485984498,822353902
0,841484027,941553046,521376688,81966321
0,892152167,927693003,488909472,890618859
0,849790693,946118843,526007897,876228195
0,829961747,934717324,483352021,815067872
0,833709603,934347602,478574562,82063065
0,834722406,944444757,522059182,809444629
0,809616356,942983546,479793302,821960879
0,79959563,943268833,526300395,798228376
0,865141335,93773635,517964218,842942226
0,828582482,8879936,375810462,764458687
0,941024443,941013598,591771072,94301176
0,826488989,945299509,502315605,849230583
0,797327148,893215597,473017111,909967651
0,848718981,942631572,555988885,957825679
1,831230024,930044598,457904743,80034465
1,819314212,89828104,450641057,810895789
1,798310498,93731161,494418174,768509841
1,729196241,928536148,470482133,81431206
1,811776287,929099556,46624092,806723705
1,796134095,930573974,466825915,800314418
1,760041492,891517988,353678155,718777398
1,846977018,93819034,489933213,853130574
0,800070162,925238078,439867401,898086284
0,952903253,935657966,482718276,970069837
0,784255543,931275636,463315946,86340962
0,818577191,932902502,468434651,8271911
0,817444538,930222314,46165846,830395743
0,801190221,928464991,457807244,805756266
0,833126602,924239602,46053722,845723615
0,840911536,940477781,476965827,83777247
0,789119208,919421723,441817384,779212141
0,784769232,927976029,454443524,848202679
0,800029725,935922388,468434651,867037519
0,819386611,929670799,449081071,806602775
0,784010525,931731061,44571735,840191069
0,951671654,94701074,466825915,916618799
0,861610344,934124216,475259591,836684101
0,758000011,934360677,504363087,785984219
0,863770675,937159218,47769707,886567706
0,798935698,935323275,485058256,800767905
0,798073733,940250534,49480817,81358648
0,82191591,941975119,51767172,783716782
0,843478791,934625891,489006971,832360855
0,940533167,934766437,472870862,822263204
0,882453971,959295231,691512699,89536536
0,752661491,927680242,450007312,856698008
0,914250544,939198188,465704675,890830486
0,857862133,938731441,478428314,861958461
0,826913157,940550674,473260859,853100342
0,844924782,939203017,484960757,836139916
0,755443084,933431048,473894603,811228346
0,790367239,931007348,467313411,787072588
0,804156792,935396328,486471993,809233002
0,807036816,929556381,466435919,818967863
0,824634147,939602649,521084191,805786498
0,850957381,916359833,410471408,947788494
0,856692354,940799638,497830644,889349095
0,905406108,935229934,472822113,934153642
0,845307274,934651616,476917077,833539922
0,837025592,944908082,505630576,805635336
0,806103141,942266696,484278263,809202769
0,825744505,940430612,520547945,815007407
0,857495414,932917859,493248184,853765456
0,823580443,923613244,511236777,804033014
0,95418631,937366006,481694535,976600054
0,840885693,938990128,476234583,872237506
0,809730126,891972092,487203237,920821114
0,852753757,939692967,51542924,96913263
1,798043894,887981969,383756642,835172476
1,776887749,919510056,439233657,793874898
1,7159248,828564597,41261639,851286392
0,820193403,927013942,466484668,899235118
0,950932255,930005383,450348559,96961635
0,778320757,930627066,44912982,864981709
0,819578699,931458506,469799639,83861898
0,806029462,927159854,452493541,847900354
0,804444652,931492791,465070931,816579496
0,814693748,919506493,446204846,818514376
0,844928812,93566077,468873397,846479427
0,750976139,911644843,441476137,769265653
0,777186428,932408659,466045922,834598059
0,795104457,927314252,43196997,878737491
0,881690768,930621986,458099742,821537624
0,787185999,92991131,453907278,877951447
0,938359354,938764044,429434992,95090244
0,864056786,925963761,44108614,842367808
0,764706556,93413331,496709404,786377241
0,838821231,931412963,450982304,867067751
0,799081594,934510763,482669527,811077184
0,796630074,940368272,488714474,80046558
0,839539817,941313897,487641983,814160897
0,843101168,929271551,454248525,845632917
0,90495754,932811307,462682202,843093388
0,874944421,94933773,569687515,934093177
0,80923905,956591116,633354458,789430722
0,724252976,92145912,45605226,849774768
0,876796031,93426171,453809779,90751882
0,839852901,935938865,471408375,831242253
0,81466426,937134042,458830985,835021314
0,87143233,939127917,471408375,887535145
0,753046624,936828659,506069322,821023672
0,786894269,930954318,470579632,779574931
0,7915585,93350489,475990835,820842277
0,790381234,922068865,437819919,794600478
0,810870126,93660553,488958222,785077244
0,827921986,91619751,405450202,953834991
0,859617224,936578394,478525813,911056021
0,885841472,924213578,431823722,961937298
0,865311175,93518867,474820845,865586359
0,853783538,944773824,491249452,820539952
0,818962858,946275856,495685663,838921305
0,839780378,936240189,484717009,838165493
0,859162506,937349723,493004436,851558485
0,819234675,932085325,503095598,806088823
0,939722897,938677049,490469458,982586087
0,856946969,939356049,485984498,896574659
0,812414512,892657223,4799883,917646703
0,855318141,938468146,518256715,963207062
1,767547027,894707512,449958563,812649273
1,943999806,873136135,340174523,983190737
0,839462944,934244592,458392239,990295371
0,982631881,932915521,436357432,996855821
0,752112232,932788256,468044655,877407262
0,812831659,899201813,401745235,847235239
0,769449159,93008165,471310876,818665538
0,805634469,932628084,465265929,824651571
0,795313779,911464924,475162092,80191674
0,813694424,933723205,455321016,887897935
0,764380671,927687717,486374494,765879614
0,778739145,93454014,484375762,836774798
0,776056235,918944014,43660118,879553768
0,886620072,930315963,457319748,833177132
0,785897318,932585158,473894603,840463162
0,943912054,939503418,470384634,957825679
0,852810595,928891199,481694535,85161895
0,773993284,935894835,50626432,796656287
0,811828646,934673377,482864525,81990507
0,814777146,933049961,467800907,840674789
0,748585581,935340609,466728416,843698038
0,820005243,935987486,497781894,811228346
0,954137608,928321718,477453322,788160958
0,930021511,937305505,480524545,918281585
0,904057144,936053609,505581826,885600266
0,894881444,949608581,593282309,905251383
0,738087867,933574682,493930678,870604952
0,922534614,928037417,486179496,863318923
0,838999048,935161825,46970214,829277141
0,796269398,937040017,464827183,849593373
0,854503615,938366566,472334617,896907216
0,776738533,938523864,51772047,873265411
0,798153233,928338985,455174767,809958581
